Rayyan Key,Authors,DOI,Title,Abstract,Date,User1,Decision,Labels,Notes
rayyan-228915262,"Goossens, J and Villagra, D and De Putter, G and Verhelst, P and Torreele, E and Moens, T and Reubens, J",10.1093/icesjms/fsad116,Fisheries measures protect European seabass groups with distinct habitat use differently,"We investigated the movements of European seabass, Dicentrarchus labrax, to understand habitat use and connectivity to evaluate how individual seabass are protected by the spatiotemporal fisheries restrictions in place. We tagged seabass with acoustic transmitters in a study area in the Port of Zeebrugge (Belgium) in the southern North Sea. The 370,200 detections of 57 seabass in the study area revealed high residency in the period from late March-May to September-November, as well as high site fidelity (70.7%). Whereas the majority of seabass left the area in winter, 13 seabass stayed in the harbour experiencing temperatures as low as 2.8 & DEG;C. Two groups of seabass were identified having different core movement areas in the inner and outer harbours, although movement between the two areas was possible. The distinct differences in habitat use between these groups resulted in a significantly different level of exposure to fisheries under the same policy framework. By quantifying the level of protection of seabass, based on the spatiotemporal fisheries management in place, our study underlines the importance of taking into account movement behaviour when evaluating conservation measures.",2023-09-26,Bruna,Included,,
rayyan-228915263,"Ellis, RD and Koenig, CC and Locascio, JV and Malinowski, CR and Coleman, FC",10.3390/fishes8080398     WE  - Science Citation Index Expanded (SCI-EXPANDED),Spawning Migrations of the Atlantic Goliath Grouper along the Florida Atlantic Coast,"Atlantic goliath grouper (Epinephelus itajara), the largest reef fish in the Western Atlantic, exhibit high site fidelity to home reefs but also undertake annual migrations to distant spawning sites. Once relatively common throughout Florida and the Caribbean, the species; is now considered vulnerable (i.e., threatened with extinction) due to overfishing and loss of juvenile mangrove habitat. Goliath grouper in the southeastern US form annual spawning aggregations on high-relief reefs located offshore of both the Gulf and Atlantic coasts of Florida, US. To determine spawning site fidelity and describe migration patterns to aggregations, we implanted 50 adult goliath grouper with acoustic transmitter tags from 2010 to 2013. Fish were tagged at known spawning sites off the Florida Atlantic coast and tracked as they moved through the FACT Network array of acoustic receivers. From 2010 to 2020, we collected similar to 7 million detections from tagged goliath grouper at 153 sites along the southeastern US Atlantic coast. Results of this long-term tracking indicate that adult goliath grouper are relatively sedentary during non-spawning months (Nov to June) but move significantly more prior to, during, and immediately after spawning (July to Oct). Inter-annual spawning site fidelity was high: between 80-93% of tagged fish returned to the same spawning sites each year. Arrival timing at spawning sites coincided with the August new moon, with males arriving earlier than females. Some individuals migrated distances greater than 400-km per year, with observed migration rates of up to 44-km per day prior to spawning. Long-term tagging data are critical for understanding movement patterns and developing management strategies for this species of special conservation concern.",2023-08-01,Bruna,Included,Spawning,
rayyan-228915264,"Pereñíguez, JM and Alós, J and Aspillaga, E and Rojo, I and Calò, A and Hackradt, C and Hernández-Andreu, R and Mourre, B and García-Charton, JA",10.1016/j.jenvman.2023.118491,Intense scuba diving does not alter activity patterns of predatory reef fish: Evidence from a protected tourism hotspot,"The rise of nature-based tourism has provided a new avenue for disturbing animal behaviour, especially in protected areas. One of the most important tourism sectors in aquatic environments is scuba diving, an activity considered sustainable given its non-extractive nature and capability of bringing relevant socio-economic benefits to local communities. However, knowledge about its impact on the activity patterns of aquatic animals is still scarce. Here, we used biotelemetry techniques to assess the importance of scuba diving in modulating the activity patterns of the dusky grouper (Epinephelus marginatus, Lowe, 1834), a marine predatory fish of high interest for fishing and tourism. We implemented Hidden Markov Models (HMMs) on high-resolution acceleration data using a temporal and spatial control while controlling for a set of environmental variables (i.e. photoperiod, time-of-day, moon phase, temperature, wave height, and intensity and direction of marine currents) within a multiple-use marine protected area, and diving tourism hot-spot, of the western Mediterranean Sea. Our results underlined the more decisive influence of environmental-related stressors on the activity patterns of the dusky grouper compared to the impact of scuba diving. A high heterogeneity existed in the response against most of the stressors, including the presence of scuba divers. Overall, the activity of dusky grouper was higher at night than at day, showing a positive relationship with wave height, water temperature, and current intensity and a negative one with the moon phase. Remarkably, our findings, based on novel biotelemetry tools, differed substantially from the common wisdom accepted for this species. In conclusion, there is no clear evidence of scuba divers influence on the general activity patterns of the dusky grouper. Beyond their relevance from an ecological perspective, these results provide useful insights for the sustainable management of coastal resources, suggesting that scuba diving, when properly carried out, can represent an important sector to foster for the blue growth of coastal communities.",2023-10-15,Bruna,Included,,
rayyan-228915265,"Pedaccini, M and Sousa, I and Bentes, L and DeBenito-Abelló, C and Lino, PG and Moland, E and Gonçalves, JMS and Costa, BHE",10.3354/meps14266     WE  - Science Citation Index Expanded (SCI-EXPANDED),Spawning-related fish movement synchrony of white seabream Diplodus sargus in a no-take zone,"Studies assessing fish spatial behaviour are essential to better understand the performance of marine protected areas. However, few studies have focused on the fine-scale movements related to reproduction, a key feature in a population's perpetuation. Knowledge of movements modulated by reproduction is particularly important since migrations towards spawning grounds may increase the vulnerability to threats if these occur outside protected areas. Further, reproductive behavioural polymorphism is widely understudied but may affect reproductive success. In this work, we used acoustic telemetry to study a harvested fish, Diplodus sargus, within a small no-take zone in Portugal. To our knowledge, this is one of the first studies to focus on both the environmental and spatial features affecting D. sargus reproduction and the first to explore intraspecific variability of spawning movements. We report, during the spawning period, short-term (<1 d) and synchronised wider movements towards the open sea and deeper areas-'extraordinary movements'-involving 34% of the individuals. These extraordinary movements were associated with environmental factors known to trigger reproduction in this species (low but increasing photoperiod and temperature, waxing and full moon phases). Our results suggest that different behavioural groups (residents, commuters and low site-attached fish) exhibiting differences in spatial use may aggregate and spawn simultaneously, which may contribute to the maintenance of behavioural polymorphisms and the species' evolutionary adaptability. These findings have implications for the conservation of D. sargus and are relevant to other species that also conduct such critical migrations. Our results should enable adaptive management of fisheries targeting this species.",2023-03-09,Bruna,Included,"MPA,Spawning",
rayyan-228915266,"Davey, J and Clarke, TM and Niella, Y and Dennis, JD and Huveneers, C",10.3354/meps14232     WE  - Science Citation Index Expanded (SCI-EXPANDED),Seasonal variation in space use and residency of the southern eagle ray Myliobatis tenuicaudatus in a temperate ecosystem,"The environmental conditions determining the distribution of the southern eagle ray Myliobatis tenuicaudatus are mostly unknown. We tracked 40 southern eagle rays using a network of 28 acoustic receivers deployed in Coffin Bay and a second array of 6 receivers deployed along the Fleurieu Peninsula, both in South Australia, to investigate the spatiotemporal changes in space use and residency and the influence of biotic (disc width, sex) and abiotic (water temperature, salinity, tides, moon illumination, time of day) factors. We also assessed the efficacy of a small sanctuary zone to reduce anthropogenic pressures. Tagged southern eagle rays in Coffin Bay were semi-permanent residents (residency index similar to 0.35), with a seasonal exodus from late autumn to spring, high residency from mid-spring to mid-autumn, and selection of Kellidie Bay (located within Coffin Bay). Most (67%) rays were detected in the Kellidie Bay Sanctuary Zone, but spent <15% of their time in Coffin Bay within the sanctuary. Individual variation in the amount of time spent in the Kellidie Bay Sanctuary Zone was high, ranging 0-42%. In contrast, tagged southern eagle rays along the Fleurieu Peninsula had high site fidelity throughout the year (residency index similar to 85%). Our study provides new information on space use and movement patterns of southern eagle rays, highlighting that intraspecific variation should be accounted for in future management considerations.",2023-02-09,Bruna,Excluded,"Elasmo,__EXR__Elasmo",
rayyan-228915267,"Lyu, S and Lauden, HN and Wang, LF and Chen, GB and Wang, ZC and Lin, K and Wang, XF",10.3389/fmars.2023.1130547     WE  - Science Citation Index Expanded (SCI-EXPANDED),Acoustic telemetry system as a novel approach for evaluating the effective attraction of fish to artificial reefs,"Due to there being a lack of suitable approaches for evaluating the effectiveness of artificial reefs, two experiments were designed to examine the feasibility of acoustic telemetry, a rapidly developing method for tracking aquatic animals. The first experiment was conducted to understand the deployment procedures of an acoustic telemetry system and determine the appropriate deployment of receivers' spacing, while the second experiment was conducted to quantify the site fidelity and habitat use of 11 reef fish in the Fangchenggang artificial reef area in the northern South China Sea, China. The results indicated that the logistic regression model was an effective way to balance the detection probability at different distances between the range test transmitter and receiver, with above 50% detection probability within 240 m and 80% detection probability within 110 m. The residency index, as a quantification of site fidelity, was 0.85 +/- 0.24. The 100% minimum convex polygon, 95% kernel utilization distribution, and 50% kernel utilization distribution, which are the indicators of habitat use, were 34,522.94 +/- 35,548.95, 1,467.52 +/- 1,619.05, and 236.01 +/- 294.59 m(2), respectively. High site fidelity and the small spatial scale of habitat use for reef fish demonstrated that artificial reefs were an effective man-made structure to attract fish. Overall, this study supports the feasibility of the acoustic telemetry system, indicating that it provides a good approach for quantifying the associations between artificial reefs and fish.",2023-02-07,Bruna,Included,Artificial reefs,
rayyan-228915268,"Liu, SYV and Chen, YY and Cheng, C",10.1038/s41598-023-28186-y     WE  - Science Citation Index Expanded (SCI-EXPANDED),Genetic structure and relatedness of juvenile sicklefin lemon shark (Negaprion acutidens) at Dongsha Island,"Negaprion acutidens (sicklefin lemon shark) is distributed in the Indo-Pacific and in close association with coral reefs. Under the protection of the Dongsha Atoll National Park, a small but well-established juvenile population of N. acutidens inhabiting coastal areas of Dongsha Island was recently observed to display site fidelity by using acoustic telemetry. This study was designed to reveal the fine scale genetic structure and relatedness within and among 5 juvenile shark cohorts inhabiting 3 sampling sites at Dongsha Island. A total 188 juveniles were caught and sampled between 2016 and 2017, and genotyped with twelve loci. They were assigned to 5 year cohorts (2013-2017) based on the body length and date they were caught, also assigned to 3 sites based on where they were caught. Among five cohorts, the percentage of unrelated pairs within a cohort is more than 62% in average, suggesting a potential high mortality during their early life stage. The results of Fst and assignment testing showed that there was no significant genetic structure between sites and cohorts indicating that there was no fine scale genetic structure, even though the juveniles possessed strong site fidelity. A small effective population size (Ne) was detected (Ne = 86.7) which indicates the presence of a potentially isolated and vulnerable population at Dongsha. These results provide the genetic diversity as a baseline for future management and conservation of N. acutidens in the South China Sea.",2023-01-18,Bruna,Excluded,"Elasmo,__EXR__Elasmo",
rayyan-228915269,"Bonnin, L and Boussarie, G and Kiszka, JJ and Robbins, W and Vigliola, L",10.1007/s00338-022-02332-w,"Individual and seasonal variations of space use in silvertip sharks, Carcharhinus albimarginatus","The silvertip shark, Carcharhinus albimarginatus, is a coral reef-associated shark with a wide distribution across the Indo-Pacific. Yet, unlike common reef shark species, limited knowledge exists on its movement patterns. Here, we tracked 28 individuals for 4 years with acoustic telemetry in New Caledonia to estimate home range sizes and to investigate individual and seasonal patterns of space use. Comparisons were made with grey reef sharks, C. amblyrhynchos, a closely related but more documented species, tagged on the same acoustic network during the same period. We report similar home range (HR) for both species, with adult males displaying greater HR than females and juveniles. An increased mobility of adult males was observed during the austral summer for the silvertip shark, and the austral winter for the grey reef shark, corresponding to putative mating seasons. Our study brings new insight on the ecology of the silvertip shark and provides essential material to inform targeted conservation measures.",2023-02-01,Bruna,Excluded,"Elasmo,__EXR__Elasmo",
rayyan-228915270,"Bohaboy, EC and Cass-Calay, SL and Patterson, WF",10.1038/s41598-022-18451-x     WE  - Science Citation Index Expanded (SCI-EXPANDED),Fine-scale movement of northern Gulf of Mexico red snapper and gray triggerfish estimated with three-dimensional acoustic telemetry,"Red snapper and gray triggerfish are ecologically, economically, and culturally important reef fishes in the northern Gulf of Mexico (nGOM). Scientists and managers have sought to understand the effects of artificial reefs on reef fish ecology by focusing on fish residency and movement at artificial reefs with less attention paid to broader spatial and temporal patterns in reef fish movements among a seascape of artificial reefs and other natural habitats. We used novel large-scale (> 15 km(2)) geopositioning acoustic telemetry arrays to track the 3-dimensional movements of tagged red snapper (n = 59) and gray triggerfish (n = 15) among multiple nGOM artificial reefs up to 333 days. Tagged fish moved frequently among artificial reefs and had shorter residence times at the release reef (43 days for red snapper and 3 days for gray triggerfish) than reported in previous studies. Both species displayed high individual variability in movement dynamics, as well as seasonally variable diel patterns of habitat use, height above bottom, and distance to reefs, which may have been driven by dynamic influences of predation risk, physiological constraints, or foraging over time and space. The wider seascape view revealed in this study demonstrates the importance of including multiple artificial reefs over long timescales to capture individual, spatial, and temporal variability in reef fish movement.",2022-08-22,Bruna,Included,,
rayyan-228915271,"Givon, S and Pickholtz, R and Pickholtz, EY and Ben-Shahar, O and Kiflawi, M and Segev, R",10.3389/fncir.2022.895381     WE  - Science Citation Index Expanded (SCI-EXPANDED),Toward Naturalistic Neuroscience of Navigation: Opportunities in Coral Reef Fish,"The ability to navigate in the world is crucial to many species. One of the most fundamental unresolved issues in understanding animal navigation is how the brain represents spatial information. Although navigation has been studied extensively in many taxa, the key efforts to determine the neural basis of navigation have focused on mammals, usually in lab experiments, where the allocated space is typically very small; e.g., up to one order of magnitude the size of the animal, is limited by artificial walls, and contains only a few objects. This type of setting is vastly different from the habitat of animals in the wild, which is open in many cases and is virtually limitless in size compared to its inhabitants. Thus, a fundamental open question in animal navigation is whether small-scale, spatially confined, and artificially crafted lab experiments indeed reveal how navigation is enacted in the real world. This question is difficult to study given the technical problems associated with in vivo electrophysiology in natural settings. Here, we argue that these difficulties can be overcome by implementing state of the art technology when studying the rivulated rabbitfish, Siganus rivulatus as the model animal. As a first step toward this goal, using acoustic tracking of the reef, we demonstrate that individual S. rivulatus have a defined home range of about 200 m in length, from which they seldom venture. They repeatedly visit the same areas and return to the same sleeping grounds, thus providing evidence for their ability to navigate in the reef environment. Using a clustering algorithm to analyze segments of daily trajectories, we found evidence of specific repeating patterns in behavior within the home range of individual fish. Thus, S. rivulatus appears to have the ability to carry out its daily routines and revisit places of interest by employing sophisticated means of navigation while exploring its surroundings. In the future, using novel technologies for wireless recording from single cells of fish brains, S. rivulatus can emerge as an ideal system to study the neural basis of navigation in natural settings and lead to ""electrophysiology in the wild.""",2022-07-05,Bruna,Included,,
rayyan-228915272,"Setyawan, E and Erdmann, MV and Mambrasar, R and Hasan, AW and Sianipar, AB and Constantine, R and Stevenson, BC and Jaine, FRA",10.3389/fmars.2022.815094     WE  - Science Citation Index Expanded (SCI-EXPANDED),"Residency and Use of an Important Nursery Habitat, Raja Ampat's Wayag Lagoon, by Juvenile Reef Manta Rays (Mobula alfredi)","The behaviour and spatial use patterns of juvenile manta rays within their critical nursery habitats remain largely undocumented. Here, we report on the horizontal movements and residency of juvenile reef manta rays (Mobula alfredi) at a recently discovered nursery site in the Wayag lagoon, Raja Ampat, Indonesia. Using a multi-disciplinary approach, we provide further corroborative evidence that the lagoon serves as an important M. alfredi nursery. A total of 34 juvenile rays were photo-identified from 47 sightings in the sheltered nursery between 2013-2021. Five (14.7%) of these individuals were resighted for at least 486 days (~1.3 years), including two juveniles resighted after 641 and 649 days (~1.7 years), still using the nursery. Visually estimated (n=34) disc widths (DW) of juveniles using the nursery site ranged from 150-240 cm (mean +/- SD: 199 +/- 19), and the DW of two juveniles measured using drones were 218 and 219 cm. Five juveniles were tracked using GPS-enabled satellite transmitters for 12-69 days (mean +/- SD: 37 +/- 22) in 2015 and 2017, and nine juveniles were tracked using passive acoustic transmitters for 69-439 days (mean +/- SD: 182 +/- 109) from May 2019-September 2021. Satellite-tracked individuals exhibited restricted movements within Wayag lagoon. The minimum core activity space (50% Utilisation Distribution-UD) estimated for these five individuals ranged from 1.1-181.8 km(2) and the extent of activity space (95% UD) between 5.3-1,195.4 km(2) in area. All acoustically tagged individuals displayed high residency within the nursery area, with no acoustic detections recorded outside the lagoon in the broader Raja Ampat region. These juveniles were detected by receivers in the lagoon throughout the 24 h diel cycle, with more detections recorded at night and different patterns of spatial use of the lagoon between day and night. The observed long-term residency of juvenile M. alfredi provides further compelling evidence that the Wayag lagoon is an important nursery area for this globally vulnerable species. These important findings have been used to underpin the formulation of management strategies to specifically protect the Wayag lagoon, which will be instrumental for the survival and recovery of M. alfredi populations in Raja Ampat region.",2022-05-26,Bruna,Excluded,"Elasmo,__EXR__Elasmo",
rayyan-228915273,"Lippi, DL and Coxey, MS and Rooker, JR and Rezende, SM and Dance, MA and Gaspar, ALB and Maida, M and Ferreira, BP",10.3354/meps14020     WE  - Science Citation Index Expanded (SCI-EXPANDED),"Use of acoustic telemetry to evaluate fish movement, habitat use, and protection effectiveness of a coral reef no-take zone (NTZ) in Brazil","Movement is a key factor that shapes the distribution and structure of fish populations and influences the extent of the benefits provided by conservation and management measures, such as the implementation of marine no-take zones (NTZs). We used visual surveys and acoustic telemetry to investigate density and movement of 2 Brazilian endemic and highly targeted reef fish species inside and outside a coral reef NTZ, and subsequently inferred the effectiveness of the NTZ for protecting these species. To do so, visual surveys were performed on protected and unprotected reefs between 2016 and 2017. Moreover, 20 gray parrotfish Sparisoma axillare and 9 Brazilian snapper Lutjanus alexandrei were tagged with acoustic transmitters and passively monitored from December 2016 to October 2017. For both species, fish densities were significantly higher within the NTZ. Also, both species presented a high residence index over the short term, indicating they were full-time residents of the monitored area until detections were permanently lost. The absence of detections may indicate relocation to deeper reefs, predation, or fishing mortality when fish left the NTZ. Home ranges were small (0.10 to 0.45 km(2)), and both species presented spatially segregated subgroups within the populations. On average, the percentage of the home ranges within the NTZ was 88% for S. axillare and 95% for L. alexandrei. The results showed that small NTZs that are important to part of the life cycle of a target species are an effective measure to conserve reef fish populations, and also highlight the importance of fisheries management outside NTZs.",2022-04-28,Bruna,Included,MPA,
